Age,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,tenure_role_ratio,income_per_job_level,promotion_lag,manager_stability,experience_company_ratio,overtime_satisfaction_stress,loyalty_score,distance_overtime_interaction,Attrition_encoded
35,1137,21,1,4,0,51,3,2,4,4014,19170,1,1,25,4,4,1,10,2,1,10,6,0,7,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.545455,1338.0,0.0,0.636364,0.909091,1,3.636364,21,0
49,527,8,2,1,0,51,3,3,2,7403,22477,4,0,11,3,3,1,29,3,2,26,9,1,7,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.333333,1850.75,0.037037,0.259259,1.074074,0,3.466667,0,0
48,1469,20,4,4,1,51,3,1,3,2259,5543,4,0,17,3,1,2,13,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,1129.5,0.0,0.0,13.0,0,0.0,0,0
31,1188,20,2,4,0,45,3,2,3,6932,24406,1,0,13,3,4,1,9,2,2,9,8,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.8,2310.666667,0.0,0.0,0.9,0,5.4,0,0
36,188,7,4,2,1,65,3,1,4,4678,23293,2,0,18,3,3,0,8,6,3,6,2,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.285714,2339.0,0.0,0.142857,1.142857,0,8.0,0,0
38,1333,1,3,4,0,80,3,3,1,13582,16292,1,0,13,3,2,1,15,3,3,15,12,5,11,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.75,3395.5,0.3125,0.6875,0.9375,0,2.8125,0,0
32,1184,1,3,3,0,70,2,1,2,2332,3974,6,0,20,4,3,0,5,3,3,3,0,0,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,1166.0,0.0,0.5,1.25,0,3.0,0,0
25,867,19,2,3,1,36,2,1,2,2413,18798,1,1,18,3,3,3,1,2,3,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,1206.5,0.0,0.0,0.5,3,3.0,19,1
40,658,10,4,1,1,67,2,3,2,9705,20652,2,0,12,3,2,1,11,2,2,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,2426.25,0.0,0.0,5.5,0,0.333333,0,0
26,1283,1,3,3,1,52,2,2,1,4294,11148,1,0,12,3,2,0,7,2,3,7,7,0,7,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.875,1431.333333,0.0,0.875,0.875,0,2.625,0,0
41,263,6,3,4,1,59,3,1,1,4721,3119,2,1,13,3,3,0,20,3,3,18,13,2,17,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.684211,2360.5,0.105263,0.894737,1.052632,4,2.571429,6,0
36,938,2,4,3,1,79,3,1,3,2519,12287,4,0,21,4,3,0,16,6,3,11,8,3,9,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.666667,1259.5,0.25,0.75,1.333333,0,5.823529,0,0
19,419,21,3,4,1,37,2,1,2,2121,9947,1,1,13,3,2,0,1,3,4,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,1060.5,0.0,0.0,0.5,3,4.0,21,1
20,129,4,3,1,1,84,3,1,1,2973,13008,1,0,19,3,2,0,1,2,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,1486.5,0.0,0.0,0.5,0,1.5,0,1
31,616,12,3,4,0,41,3,2,4,5855,17369,0,1,11,3,3,2,10,2,1,9,7,8,5,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.7,1951.666667,0.8,0.5,1.0,1,3.272727,12,0
40,1469,9,4,4,1,35,3,1,2,3617,25063,8,1,14,3,4,1,3,2,3,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.5,1808.5,0.0,0.0,1.5,3,1.5,9,0
32,498,3,4,3,0,93,3,2,1,6725,13554,1,0,12,3,3,1,8,2,4,8,7,6,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.777778,2241.666667,0.666667,0.333333,0.888889,0,3.555556,0,0
36,530,3,1,3,1,51,2,3,4,10325,5518,1,1,11,3,1,1,16,6,3,16,7,3,7,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.411765,2581.25,0.176471,0.411765,0.941176,1,11.294118,3,1
33,1069,1,3,2,0,42,2,2,4,6949,12291,0,0,14,3,1,0,6,3,3,5,0,1,4,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,2316.333333,0.166667,0.666667,1.0,0,8.571429,0,0
37,625,1,4,1,1,46,2,3,3,10609,14922,5,0,11,3,3,0,17,2,1,14,1,11,7,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.066667,2652.25,0.733333,0.466667,1.133333,0,2.333333,0,1
45,805,4,2,3,1,57,3,2,2,4447,23163,1,0,12,3,2,0,9,5,2,9,7,0,8,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.7,1482.333333,0.0,0.8,0.9,0,3.6,0,0
29,1404,20,3,3,0,84,3,1,4,2157,18203,1,0,15,3,2,1,3,5,3,3,1,0,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.25,1078.5,0.0,0.5,0.75,0,9.0,0,0
35,1219,18,3,3,0,86,3,2,3,4601,6179,1,0,16,3,2,0,5,3,3,5,2,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.333333,1533.666667,0.166667,0.0,0.833333,0,7.5,0,0
52,1053,1,2,4,1,70,3,4,4,17099,13829,2,0,15,3,2,1,26,2,2,9,8,7,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.8,3419.8,0.7,0.8,2.6,0,2.666667,0,0
58,289,2,3,4,1,51,3,1,3,2479,26227,4,0,24,4,1,0,7,4,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1239.5,0.0,0.0,3.5,0,1.125,0,1
53,1376,2,2,3,1,45,3,4,3,14852,13938,6,0,13,3,3,1,22,3,4,17,13,15,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.722222,2970.4,0.833333,0.111111,1.222222,0,8.869565,0,0
30,231,8,2,3,1,62,3,3,3,7264,9977,5,0,11,3,1,1,10,2,4,8,4,7,7,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.444444,1816.0,0.777778,0.777778,1.111111,0,8.727273,0,0
38,152,10,3,3,0,85,3,2,4,5666,19899,1,1,13,3,2,0,6,1,3,5,3,1,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.5,1888.666667,0.166667,0.5,1.0,1,8.571429,10,0
35,882,3,4,4,1,92,3,3,4,7823,6812,6,0,13,3,2,1,12,2,3,10,9,0,8,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.818182,1955.75,0.0,0.727273,1.090909,0,9.230769,0,0
39,903,2,5,1,1,41,4,3,3,7880,2560,0,0,18,3,4,0,9,3,3,8,7,0,7,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.777778,1970.0,0.0,0.777778,1.0,0,7.2,0,0
40,1479,24,3,2,0,100,4,4,2,13194,17071,4,1,16,3,4,0,22,2,2,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,2638.8,0.0,0.0,11.0,3,0.173913,24,1
47,1379,16,4,3,1,64,4,2,3,5067,6759,1,1,19,3,3,0,20,3,4,19,10,2,7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.5,1689.0,0.1,0.35,1.0,2,10.857143,16,0
36,1229,8,4,1,1,84,3,2,4,5079,25952,4,0,13,3,4,2,12,3,3,7,7,0,7,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.875,1693.0,0.0,0.875,1.5,0,6.461538,0,0
31,335,9,2,3,1,46,2,1,1,2321,10322,0,1,22,4,1,0,4,0,3,3,2,1,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.5,1160.5,0.25,0.5,1.0,4,1.8,9,1
33,722,17,3,4,1,38,3,4,3,17444,20489,1,0,11,3,4,0,10,2,3,10,8,6,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.727273,3488.8,0.545455,0.0,0.909091,0,8.181818,0,0
29,906,10,3,4,0,92,2,1,1,2404,11479,6,1,20,4,3,0,3,5,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1202.0,0.0,0.0,3.0,4,0.0,10,1
33,461,13,1,2,0,53,3,1,4,3452,17241,3,0,18,3,1,0,5,4,3,3,2,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.5,1726.0,0.0,0.5,1.25,0,6.0,0,0
45,974,1,4,4,0,91,3,1,4,2270,11005,3,0,14,3,4,2,8,2,3,5,3,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.5,1135.0,0.0,0.333333,1.333333,0,6.666667,0,0
50,1126,1,2,4,1,66,3,4,4,17399,6615,9,0,22,4,3,1,32,1,2,5,4,1,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.666667,3479.8,0.166667,0.5,5.333333,0,1.212121,0,0
33,827,1,4,3,0,84,4,2,2,5488,20161,1,1,13,3,1,1,6,2,3,6,5,1,2,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.714286,1829.333333,0.142857,0.285714,0.857143,3,5.142857,1,0
41,840,9,3,1,1,64,3,5,3,19419,3735,2,0,17,3,2,1,21,2,4,18,16,0,11,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.842105,3236.5,0.0,0.578947,1.105263,0,9.818182,0,0
27,1134,16,4,3,0,37,3,1,2,2811,12086,9,0,14,3,2,1,4,2,3,2,2,2,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.666667,1405.5,0.666667,0.666667,1.333333,0,2.4,0,0
45,248,23,2,4,1,42,3,2,1,3633,14039,1,1,15,3,3,1,9,2,3,9,8,0,8,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.8,1211.0,0.0,0.8,0.9,4,2.7,23,0
47,955,4,2,4,0,83,3,2,4,4163,8571,1,1,17,3,3,0,9,0,3,9,0,0,7,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,1387.666667,0.0,0.7,0.9,1,10.8,4,0
30,138,22,3,1,0,48,3,1,3,2132,11539,4,1,11,3,2,0,7,2,3,5,2,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.333333,1066.0,0.0,0.166667,1.166667,2,5.625,22,1
50,939,24,3,4,1,95,3,4,3,13973,4161,3,1,18,3,4,1,22,2,3,12,11,1,5,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.846154,2794.6,0.076923,0.384615,1.692308,2,4.695652,24,0
38,1391,10,1,3,1,66,3,1,3,2684,12127,0,0,17,3,2,1,3,0,2,2,1,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.333333,1342.0,0.0,0.666667,1.0,0,3.0,0,0
46,566,7,2,4,1,75,3,3,3,10845,24208,6,0,13,3,2,1,13,3,3,8,7,0,7,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.777778,2711.25,0.0,0.777778,1.444444,0,5.142857,0,0
24,1206,17,1,4,0,41,2,2,3,4377,24117,1,0,15,3,2,2,5,6,3,4,2,3,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.4,1459.0,0.6,0.4,1.0,0,6.0,0,0
35,622,14,4,3,1,39,2,1,2,3743,10074,1,1,24,4,4,1,5,2,1,4,2,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.4,1871.5,0.0,0.4,1.0,3,1.333333,14,1
31,853,1,1,3,0,96,3,2,1,4148,11275,1,0,12,3,3,1,4,1,3,4,3,0,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.6,1382.666667,0.0,0.6,0.8,0,2.4,0,0
18,287,5,2,2,1,73,3,1,4,1051,13493,1,0,15,3,4,0,0,2,3,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,525.5,0.0,0.0,0.0,0,0.0,0,0
54,1441,17,3,3,0,56,3,3,3,10739,13943,8,0,11,3,3,1,22,2,3,10,7,0,8,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.636364,2684.75,0.0,0.727273,2.0,0,3.913043,0,0
35,583,25,4,3,0,57,3,3,3,10388,6975,1,1,11,3,3,1,16,3,2,16,10,10,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.588235,2597.0,0.588235,0.058824,0.941176,2,5.647059,25,0
30,153,8,2,2,0,73,4,3,1,11416,17802,0,1,12,3,3,3,9,4,2,8,7,1,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.777778,2854.0,0.111111,0.777778,1.0,4,1.6,8,0
20,1097,11,3,4,0,98,2,1,1,2600,18275,1,1,15,3,1,0,1,2,3,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1300.0,0.0,0.0,0.5,4,1.5,11,1
30,109,5,3,2,0,60,3,1,2,2422,25725,0,0,17,3,1,0,4,3,3,3,2,1,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.5,1211.0,0.25,0.5,1.0,0,3.6,0,1
26,1066,2,2,4,1,32,4,2,4,5472,3334,1,0,12,3,2,0,8,2,3,8,7,1,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.777778,1824.0,0.111111,0.333333,0.888889,0,10.666667,0,0
22,217,8,1,2,1,94,1,1,1,2451,6881,1,0,15,3,1,1,4,3,2,4,3,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.6,1225.5,0.2,0.2,0.8,0,1.6,0,0
48,277,6,3,1,1,97,2,2,3,4240,13119,2,0,13,3,4,0,19,0,3,2,2,2,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.666667,1413.333333,0.666667,0.666667,6.333333,0,0.9,0,0
48,1355,4,4,3,1,78,2,3,3,10999,22245,7,0,14,3,2,0,27,3,3,15,11,4,8,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.6875,2749.75,0.25,0.5,1.6875,0,4.821429,0,0
41,549,7,2,4,0,42,3,2,3,5003,23371,6,0,14,3,2,0,8,6,3,2,2,2,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.666667,1667.666667,0.666667,0.333333,2.666667,0,2.0,0,0
39,466,1,1,4,0,65,2,4,4,12742,7060,1,0,16,3,3,1,21,3,3,21,6,11,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.272727,2548.4,0.5,0.363636,0.954545,0,11.454545,0,0
27,1055,2,4,1,0,47,3,2,4,4227,4658,0,0,18,3,2,1,4,2,3,3,2,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.5,1409.0,0.5,0.5,1.0,0,7.2,0,0
35,802,10,3,2,1,45,3,1,4,3917,9541,1,0,20,4,1,1,3,4,2,3,2,1,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.5,1958.5,0.25,0.5,0.75,0,6.0,0,0
42,265,5,2,4,1,90,3,5,3,18303,7770,6,0,13,3,2,0,21,3,4,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,3050.5,0.0,0.0,10.5,0,0.545455,0,0
50,804,9,3,1,1,64,3,1,4,2380,20165,4,0,18,3,2,0,8,5,3,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,1190.0,0.0,0.0,4.0,0,1.333333,0,0
59,715,2,3,3,0,69,2,4,4,13726,21829,3,1,13,3,1,0,30,4,3,5,3,4,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.5,2745.2,0.666667,0.5,5.0,1,1.935484,2,0
37,1141,11,2,1,0,61,1,2,2,4777,14382,5,0,15,3,1,0,15,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,1592.333333,0.0,0.0,7.5,0,0.125,0,1
55,135,18,4,3,1,62,3,2,2,6385,12992,3,1,14,3,4,2,17,3,3,8,7,6,7,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.777778,2128.333333,0.666667,0.777778,1.888889,3,2.666667,18,0
41,247,7,1,2,0,55,1,5,3,19973,20284,1,0,22,4,2,2,21,3,3,21,16,5,10,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.727273,3328.833333,0.227273,0.454545,0.954545,0,8.590909,0,0
38,1035,3,4,2,1,42,3,2,4,6861,4981,8,1,12,3,3,0,19,1,3,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,2287.0,0.0,0.0,9.5,1,0.6,3,0
26,265,29,2,2,1,79,1,2,1,4969,21813,8,0,18,3,4,0,7,6,3,2,2,2,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.666667,1656.333333,0.666667,0.666667,2.333333,0,0.75,0,1
52,266,2,1,1,0,57,1,5,4,19845,25846,1,0,15,3,4,1,33,3,3,32,14,6,9,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.424242,3307.5,0.181818,0.272727,1.0,0,11.294118,0,1
44,1448,28,3,4,0,53,4,4,4,13320,11737,3,1,18,3,3,1,23,2,3,12,11,11,11,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.846154,2664.0,0.846154,0.846154,1.769231,1,6.0,28,0
50,145,1,3,4,0,95,3,2,3,6347,24920,0,0,12,3,1,1,19,3,3,18,7,0,13,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.368421,2115.666667,0.0,0.684211,1.0,0,8.1,0,0
36,885,16,4,3,0,43,4,1,1,2743,8269,1,0,16,3,3,0,18,1,3,17,13,15,14,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.722222,1371.5,0.833333,0.777778,1.0,0,2.684211,0,1
39,945,22,3,4,0,82,3,3,1,10880,5083,1,1,13,3,3,0,21,2,3,21,6,2,8,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.272727,2720.0,0.090909,0.363636,0.954545,4,2.863636,22,0
33,1038,8,1,2,0,88,2,1,4,2342,21437,0,0,19,3,4,0,3,2,2,2,2,2,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.666667,1171.0,0.666667,0.666667,1.0,0,4.0,0,0
45,1234,11,2,4,0,90,3,4,4,17650,5404,3,0,13,3,2,1,26,4,4,9,3,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.3,3530.0,0.1,0.1,2.6,0,5.333333,0,0
32,1109,29,4,4,0,69,3,1,3,4025,11135,9,0,12,3,2,0,10,2,3,8,7,7,7,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.777778,2012.5,0.777778,0.777778,1.111111,0,6.545455,0,0
34,216,1,4,2,1,75,4,2,4,9725,12278,0,0,11,3,4,1,16,2,2,15,1,0,9,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0625,3241.666667,0.0,0.5625,1.0,0,7.058824,0,0
59,1089,1,2,2,1,66,3,3,4,11904,11038,3,1,14,3,3,1,14,1,1,6,4,0,4,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.571429,2976.0,0.0,0.571429,2.0,1,1.6,1,0
45,788,24,4,2,1,36,3,1,2,2177,8318,1,0,16,3,1,0,6,3,3,6,3,0,4,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.428571,1088.5,0.0,0.571429,0.857143,0,5.142857,0,0
53,124,2,3,3,0,38,2,3,2,7525,23537,2,0,12,3,1,1,30,2,3,15,7,6,12,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.4375,1881.25,0.375,0.75,1.875,0,2.903226,0,0
36,660,15,3,1,1,81,3,2,3,4834,7858,7,0,14,3,2,1,9,3,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,1611.333333,0.0,0.0,4.5,0,0.6,0,1
26,342,2,3,1,1,57,3,1,1,2042,15346,6,1,14,3,2,1,6,2,3,3,2,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.5,1021.0,0.25,0.5,1.5,4,1.285714,2,1
34,1333,10,4,3,0,87,3,1,3,2220,18410,1,1,19,3,4,1,1,2,3,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.5,1110.0,0.0,0.0,0.5,2,4.5,10,0
28,1144,10,1,4,1,74,3,1,2,1052,23384,1,0,22,4,2,0,1,5,3,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,526.0,0.0,0.0,0.5,0,3.0,0,0
38,1186,3,4,3,1,44,3,1,3,2821,2997,3,0,16,3,1,1,8,2,3,2,2,2,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0.666667,1410.5,0.666667,0.666667,2.666667,0,2.0,0,0
50,1464,2,4,2,1,62,3,5,3,19237,12853,2,1,11,3,4,1,29,2,2,8,1,7,7,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.111111,3206.166667,0.777778,0.777778,3.222222,2,1.6,2,0
37,124,3,3,4,0,35,3,2,2,4107,13848,3,0,15,3,1,0,8,3,2,4,3,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.6,1369.0,0.0,0.2,1.6,0,1.777778,0,0
40,300,26,3,3,1,74,3,2,1,8396,22217,1,0,14,3,2,1,8,3,2,7,7,7,5,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.875,2798.666667,0.875,0.625,1.0,0,1.555556,0,0
26,921,1,1,1,0,66,2,1,3,2007,25265,1,0,13,3,3,2,5,5,3,5,3,1,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.5,1003.5,0.166667,0.5,0.833333,0,7.5,0,0
46,430,1,4,4,1,40,3,5,4,19627,21445,9,0,17,3,4,2,23,0,3,2,2,2,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.666667,3271.166667,0.666667,0.666667,7.666667,0,1.0,0,0
54,1082,2,4,3,0,41,2,3,3,10686,8392,6,0,11,3,2,1,13,4,3,9,4,7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.4,2671.5,0.7,0.0,1.3,0,5.785714,0,0
56,1240,9,3,1,0,63,3,1,3,2942,12154,2,0,19,3,2,1,18,4,3,5,4,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.666667,1471.0,0.0,0.5,3.0,0,2.368421,0,0
36,796,12,5,4,0,51,2,3,4,8858,15669,0,0,11,3,2,0,15,2,2,14,8,7,8,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.533333,2214.5,0.466667,0.533333,1.0,0,7.0,0,0
55,444,2,1,3,1,40,2,4,1,16756,17323,7,0,15,3,2,0,31,3,4,9,7,6,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.7,3351.2,0.6,0.2,3.1,0,1.125,0,0
43,415,25,3,3,1,79,2,3,4,10798,5268,5,0,13,3,3,1,18,5,3,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,2699.5,0.0,0.0,9.0,0,0.631579,0,0
